	Quality	ID1	ID2	String1	String2
734	1	2573271	2573289	Opposition Leader Simon Crean,said had been forced make,John Howard changes incompetence ministers	Leader Opposition Simon Crean,said had been forced,Jakarta reshuffle incompetence
735	1	62712	62605	fact shares sale,went sold,trust	Turner,said transferred liquidated,shares trust
736	0	1515667	1515844	airline,says is taking,Robert Milton reduction pay	pilots airline example,are taking,cut
737	1	577830	578527	WHIMS study,found doubled did prevent,combination hormone therapy risk dementia women impairment	study,found doubled did prevent,combination therapy risk dementia decline
738	0	1013629	1013779	Index Standard Poor,gained,points percent	Nasdaq Composite Index,added,points percent
739	1	1793282	1793115	Researchers,found had ate,people fish week risk Alzheimer	people study,eat cut suggests,fish week risk Alzheimer
740	0	2661773	2661839	product,features,release Apache Web server Tomcat Axis	Panther Server,includes creating,release Apache Tomcat Axis web services
741	1	2796978	2797024	APEC leaders Thaksin Shinawatra,are told,security prosperity business leaders	APEC leaders Thaksin,are said,security prosperity
742	1	1958219	1958344	shares Clayton,were suspended,trading Stock Exchange	stock Clayton Homes,ceased,trading Stock Exchange Wednesday close
743	1	3349925	3349953	cleanup carpeting wiring bathrooms,cost,	cleanup,included,carpet wiring bathrooms
744	1	1551928	1551941	attacks,forced identified extend,hacker organiser Eleonora contest am AEST today	attacks,forced identified extend,hacker organizer Eleonora67 contest p.m. EDT Sunday
745	0	774305	774531	police officers,said had been beaten stormed harassed,wards hospital patients	,said entered attacked,police officers wards clinic patients
746	1	1369889	1369743	US authorities,blame killed,Al Qaeda attacks people Americans	U.S. authorities,blame killed,Osama bin Laden network attacks people Americans
747	0	2413943	2414227	Brent Newbury president Benevolent Association Patrolmen,Standing was,reporters photographers yards prison gates	thing Brent Newbury president Benevolent Association Patrolmen,is fumed,travesty
748	1	703785	703995	Bremer,said is launch clean build,initiative US program weeks neighborhoods community projects	Bremer,said launch clean build gave,program weeks neighborhoods Iraq community projects details
749	1	816836	816862	year company,announced,restatement results	year company,said restate,results
750	1	3254507	3254576	U.S. sales months Tim Hortons,rose,per cent	sales Tim Hortons Canada,rose,per cent
751	1	2486780	2486826	World leaders,hailed agreed had be handled prevent,signs revival Tuesday care setback	DUBAI SEPTEMBER world leaders,hailed agreed had be handled prevent,Tuesday signs revival care setback
752	0	2410247	2410058	Sterling,was,percent dollar GBP=	dollar,rose,percent currency yen
753	1	881910	882010	Police,said believe knew,Cruz girl family schoolmates	Police,said believed knew,Monday Cruz girl schoolmates family
754	1	1023571	1023460	Peck,died,home Thursday wife years Veronique side	Peck,was died,home Thursday wife years Veronique side
755	0	709	140	Holden,toured were damaged destroyed,Northmoor town Platte County Mo. homes	Mr. Holden,toured were damaged destroyed damaged,Northmoor homes town station
756	1	2122033	2121806	end worm Vincent Weafer security director Symantec Security Response California,did was visit said,pornography site	Vincent Weafer security director Response,said did was visit,virus pornography site
757	1	1859329	1859352	Dupont,was being called said were forcing,authorities people homes	Dupont,was called said did force leave,authorities people
758	1	21117	21294	Shares Juniper Networks,jumped inked,per cent Monday maker deal Lucent Technologies	stock Juniper Networks Inc.,rose announced,Monday Mountain View Calif maker deal Lucent Technologies Inc
759	0	2565368	2565308	legislation,came,Lee R. West Oklahoma	Lee R. West,ruled lacks run,Tuesday Oklahoma City FTC authority registry
760	1	2029879	2029809	report,said called was,Corpus Christi agent Escobar legislator Democrats Ardmore Okla	report,said called was,agent Juan Escobar Democrats Ardmore Okla
761	1	2886542	2886524	Yesterday shares,closed,cents percent	shares Amazon yesterday,closed,Nasdaq Stock Market cents
762	1	1570656	1570634	futures,pointed get,start trading Tuesday investors taste earnings	stock markets,got get,start Tuesday investors taste earnings
763	1	1106299	1106238	President Bush officials administration,cited going,threat Iraq program justification war	President George Bush administration officials,cited,threat Iraq weapons programs justification war
764	1	1702374	1702510	Officials Rescue California groups,leading called,recall campaign lawsuit	director Rescue California group,leading called,recall campaign lawsuit
765	1	607862	607926	agreement,resolves filed,lawsuit AOL Microsoft January behalf subsidiary Netscape Communications	settlement,resolves filed,anti-trust lawsuit Microsoft January AOL Time Warner unit behalf Netscape subsidiary
766	0	822527	822661	sequel Furious Fast 2,won taking,pole position box office weekend	sequel Furious 2 Fast,raked jumping,weekend catch Nemo
767	1	1742856	1742961	Dell,has,percent U.S. market share rest world	Dell,has,percent PC market United States rest world
768	1	1946070	1946095	,was sent evaluated treated,Hospital	,ordered sent,Hospital evaluation treatment
769	0	1077094	1076865	weeks night New Year Nikia Shanell Kilpatrick,was discovered,apartment	Jan. Nikia Shanell Kilpatrick,was found,apartment
770	0	2098822	2098594	power state workers,headed,jobs Friday morning	Pataki,said was restored be,power state workers job Friday morning
771	1	2905740	2905779	report,shows sold are manufactured approved,drugs pharmacies facilities Health Canada FDA counterpart	report,shows sold are manufactured approved serves,drugs pharmacies facilities Health Canada role FDA government
772	0	2009313	2009334	Democrats,argue are required redraw disenfranchise,maps lines minorities Texas	,argue reviewed disenfranchise,redistricting maps Legislature minorities Texas
773	1	556729	556771	hours negotiations gunman,released delivered,hostages authorities request drinks	hours negotiations gunman,released delivered,hostages authorities request pack soda
774	1	3009407	3008992	Lee Peterson,testified reached talked,son cell phone couple minutes	Lee,said reached talked,Scott cell phone couple minutes noon p.m. Dec.
775	0	101746	101775	Warren Murray,be reached,comment Monday	Prosecutors,be reached were obtained,comment papers Monday afternoon
776	0	3303186	3303083	bidders,agreed assume owed,debt planes	Wexford,had agreed assume buy,debt planes certificate
777	0	139339	139370	owners building Port Authority New York Jersey,issued upgrade,guidelines fireproofing thickness inches	NIST,discovered issued upgrade,Port Authority guidelines fireproofing thickness inches
778	0	1474190	1474666	woman,was listed said,condition Memorial HealthPark campus	co-worker woman Reichert,was hospitalized listed said,condition
779	0	698721	698773	Palm,plans issue,shares Palm stock Handspring shareholders basis	Palm,issue,shares Palm stock Handspring shareholders
780	1	214550	214034	judge,ordered,unsealing yesterday request news agencies Seattle Times Associated Press Post Intelligencer	depositions,were made,yesterday request P- Seattle Times Associated Press
781	1	327839	327748	Wittig,resigned being indicted involving,year charges loan Westar business	Wittig,resigned being indicted,November weeks charges case company
782	1	1369897	1369750	Assani,said did know charge refused share,Tuesday men US officials information	Prosecutors,said did know charge refused share,men U.S. officials information
783	1	578529	578450	Researchers,predicted,cases dementia year women therapy	,represents treated,cases dementia year women
784	1	3088719	3088344	Jacob,has pushed said have opposed,consolidation years communities ones	Jacob,has pushed said been opposed,consolidation years communities ones
785	1	637875	637821	slit size,created let,test stream gas blowtorch	slit size,created let,test stream gas times blowtorch
786	1	1587560	1587910	Legato stockholders,get own,share EMC stock Legato	terms agreement Legato stockholders,receive hold,shares EMC stock Legato share
787	1	3224745	3224869	Republicans,went met announced,closet compromise	Republicans Hollings,went met announced said,closet compromise statement
788	0	1568530	1568622	Donald Rumsfeld,is awaiting,recommendations commanders	Rumsfeld,is awaiting,recommendations commanders troop needs Iraq
789	1	1657631	1657617	Goodrem,announced was suffering,Friday Hodgkin disease form lymphoma cancer	,was announced had been diagnosed affects,Friday Goodrem Hodgkin disease form cancer lymph nodes
790	1	2330905	2330778	,says is need be renewing questioning,time priests pledge celibacy	,is need be renewing questioning wrote,time priests pledge celibacy
791	1	2516995	2517032	Suu Kyi leader Myanmar physician,be kept underwent said,house arrest release hospital surgery Friday	Aung San Suu Kyi physician,be released recovering remain said,hospital surgery detention home today
792	0	2988297	2988555	Glass,starring debuted,Hayden Christensen Stephen Glass theaters	Shattered Glass,starring fired debuted,Hayden Christensen Stephen Glass journalist stories theaters
793	1	20860	20886	United,has paid meeting,city penalties round employment targets	United,has paid failing meet,penalties employment targets
794	1	960865	960919	budget,fell dropping has risen,	,fell dropped rose,
795	1	4544	4728	council Iraqis U.S. administrator,lead said,countrys government months Monday	council Iraqis administrator,lead said,country government months Monday
796	1	2217613	2217659	,was arrested dining,Friday night Alpharetta seafood restaurant wife singer Whitney Houston	,was arrested having,Friday night Alpharetta restaurant dinner wife
797	1	3057898	3057973	,found be produced breaks,molecules ozone cholesterol	samples,contained be produced interacts,molecules cholesterol ozone
798	1	2052102	2052009	Ghulam Mahaiuddin head administration province Helmand,said happened,bus blast morning capital Lashkargah	bus blast Helmand,happened,morning district capital Lashkargah
799	1	2025345	2025384	cash payment Synthes Stratec Mathys,be financed being arranged,cash hand bank borrowings Credit Suisse First Boston	cash payment Synthes Stratec Mathys,be made arranged,money hand bank borrowings Credit Suisse First Boston
800	1	800170	800387	Donald H. Rumsfeld others,argued possessed was hiding,Saddam Hussein weapons	Donald H. Rumsfeld others,argued possessed was hiding,Saddam Hussein sites weapons
801	1	1114071	1114169	numbers,highlight classifying,conundrum difficulty categories society	numbers conundrum difficulty,is highlight classifying,categories society
802	1	126756	126728	Kmart,needs overhaul said,management areas buying store operations sourcing	Kmart Burt Flickinger Strategic Resource Group,needs overhaul said,management areas buying store operations sourcing
803	1	2826484	2826474	fight music sales,was disclosed filed made,documents week judge court yesterday	fight music sales,was disclosed made,documents Monday court
804	1	1311599	1311475	cases,concerned,admissions policies University Michigan law school college	cases,were involving,University Michigan admissions undergraduate
805	0	1583605	1583419	test Hubbard,said believe have found,smoking gun	Scott Hubbard,have found said,smoking gun
806	0	1244619	1244520	body Scribner,was found floating lived,city Portage Bay wife houseboat	kayaker,found floating was eating left,Dr. Scribner body doctor houseboat Portage Bay lunch wife Ethel appointment
807	1	276585	276121	Congo's war,began invaded back fighting topple,Uganda Rwanda rebels government	war Congo's,began invaded back trying topple,Uganda Rwanda rebels Kinshasa
808	0	2932499	2932655	Pentagon,saying requested is investigating,Boykin remarks	Pentagon,has begun,investigation Boykin remarks
809	1	2123408	2123821	,said asked withhold was planning challenging,Jane Doe lawyers Verizon name subpoena	Jane Doe,deciding fight asked withhold,subpoena Verizon name
810	1	2809238	2809225	men,were trying engage,exiles Britain assassination plot	informant,alleged were trying engage kill,men exiles Britain conspiracy Mr Putin
811	1	1642377	1641945	council,comprises,Shi'ites Arabs Kurds Turkmen	council,includes,Shiites Kurds Sunnis Turkoman
812	0	2128530	2128455	EPA officials,confirm,figure	weeks officials,settled,figure
813	1	2208376	2208198	Mary Sue Coleman Michigan,said have changed,statement university Web site values	values Mary Sue Coleman president university,have changed said,statement Ann Arbor
814	0	2954631	2954533	Eyewitnesses,told screamed collapsed sucked,Sally Coatbridge Lanarkshire escalator	Sally Coatbridge Lanarkshire,had stepped collapsed,escalator
815	1	2510105	2510295	company,is working,ObjectWeb consortium Apache Software Foundation Eclipse IDE development community part effort	framework,be based,company work ObjectWeb consortium Apache Software Foundation Eclipse IDE community
816	0	2233837	2233648	United States,has accused masking make,Iran plans weapons programme	United States,has accused trying develop,Iran weapons
817	0	2060828	2060865	variant Blaster,appeared seemed be spreading,antivirus companies Wednesday	variation Blaster,was identified,Wednesday Sophos
818	0	2420461	2420627	,Directed,Jonathan Lynn script Elizabeth Hunter Saladin K. Patterson	Nine Yards,written,screenwriters
819	0	1110030	1109897	U.N. watchdog,reprimanded failing comply called accept,Iran Thursday obligations Tehran inspections agency	U.N. watchdog,rapped failing comply issuing said underlined developing,Iran Thursday safeguards statement Washington opposition Tehran weapons
820	0	1053893	1053856	,said persisted allowed fix sat,bike seat car	,said allowed fix sat chatted,bike car
821	1	1980654	1980641	products,are be costing establish,dongles connections consumer electronics devices PCs	products,be costing establish,dongles connections consumer electronics devices PCs
822	1	409061	408834	base configuration 2.0GHz processor M bytes memory drive,costs,US	base configuration 2.4GHz Pentium RAM GB drive,costs,
823	1	2614750	2614861	Mr. Parsons,have said,opportunities November January	,think have said,opportunities November January
824	0	554880	554867	Tidmarsh,compete,today round	kids Michigan,are,today round
825	0	413070	413025	Foam Turcotte,flaking left cover said,tank dozens pockmarks flight tiles shuttle	problem liftoffs foam Turcotte,left cover said,dozens pockmarks tiles shuttle
826	0	1818993	1819308	Mr Eddington,described,Monday talks union leaders	Mr Eddington,is meet,union leaders today tomorrow
827	1	368268	368013	Vaccine makers,have been thrust encourage,limelight government programs vaccination fears attacks targets	Vaccine makers,have been thrust encourage,limelight government programs vaccination fears attacks
828	0	345633	345651	quarter year EDS,declared,profit cents share	EDS,reported,loss cents share
829	0	2508905	2508873	ICANN,has criticised asked suspend,changes VeriSign	ICANN,asked suspend studied,VeriSign Site Finder Internet community issues
830	1	957412	957368	month Jane Pauley,departing has signed host,anchor chair Dateline NBC deal talk show	month Pauley,leaving agreed launch,host Dateline NBC Thursday talk show Enterprises
831	1	67647	67568	releases,are move,series efforts government Myanmar democracy conciliation	releases government statement,are move said,series efforts government Myanmar democracy reconciliation
832	0	758946	758882	administration,cited invading toppling,links justification Iraq regime Saddam Hussein	Bush administration,cited invading,intelligence justification Iraq
833	1	401776	401856	hours House,voted pass sponsored,Act Rep. Scott McInnis R Colo	House,voted approve sponsored,Tuesday bill Rep. Scott McInnis R Colo
834	1	1093801	1093505	,like thank making am,Sir Alex Ferguson player today	Beckham,like thank making am said,Sir Alex Ferguson player today statement
835	0	44128	44110	Bremer Garner,focus said adding expects arrive,politics Bremer Iraq week	Bremer Garner,focus said adding arrive,politics Garner rest reconstruction efforts Bremer Iraq week
836	1	364285	364510	people,have been seized stop,operations FBI agencies cybercrime	people worth property,have been arrested seized announced,sweep Friday agencies
837	0	3428580	3428605	family,stopped went play,lunch Freshwater Spit children water edge surf noon	children year,went play,water edge surf
838	0	126081	126035	Island Def Jam Cohen jury,pay said,damages	TVT Records officials,sought said,damages
839	0	589579	589557	Lapidus,expects be driven,brands sales percent truck Honda Motor Co	Lapidus,expects,
840	1	816362	816340	Oracle managers,going indicated expect,specifics PeopleSoft workers layoffs	Oracle managers,indicated expect did get,PeopleSoft workers layoffs specifics
841	1	2444625	2444663	Wilson,am be said,United States clutches tyrant Castro interpreter	Wilson,am be told,United States clutches tyrant Castro judge
842	1	1636060	1635946	Michel,remains denied had provoked,government US pressure move	Michel,has stayed denied was had provoked,government U.S. pressure move
843	0	2728531	2728557	items company,enjoyed,profit cents share	items,expects,profit cents share
844	1	2907521	2907231	January models,were arrested posed advertised,Manhattan snowdrift parlor sign Frozen Fantasies	Jan. models,were arrested posed advertised,Manhattan snowdrift parlor sign Frozen Fantasies
845	1	2045000	2045542	Lakhani,was charged attempting provide acting,support resources terrorist group arms broker license	,was charged attempting provide dealing,support resources terrorists arms licence
846	1	1128342	1128293	General Motors Corp.,posted,improvement	General Motors Corp.,posted,improvement percent
847	0	113542	113404	Woodley,underwent died,liver transplant failure	Mr. Woodley,died,Sunday age failure Shreveport La
848	1	75607	75647	detention,brings,number Iraqis US custody	detention,brings have been caught,number
849	0	2100801	2100840	months Dean,committed accepting vowed attack,taxpayer money Democrat	months Dean,committed accepting come vowed attack,taxpayer money spending limits Democrat
850	1	2494709	2494434	decision court,believe gave implement,Congress FTC authority list	decision court congressmen,believe gave implement said,Congress F.T.C. authority list statement
851	1	2331916	2331805	Ruffner authorities,does have said,attorney murder charge	Ruffner authorities,does have said,lawyer murder charge
852	1	1630585	1630657	computers,are used send drum,spam e-mail messages traffic sites	,are used send boost,spam e-mail messages traffic sites
853	1	1149320	1149378	,faces threatens added,delays uncertainty damage company business	,is faces threatens,delays uncertainty damage business
854	1	2566479	2566562	Mason,said was arrested came,al Amoudi Dulles International Airport Sunday country	Al Amoudi,was arrested arriving,Dulles International Airport flight London
855	1	822726	822816	,thought write goes miss,words Vin Diesel	,thought say missed,Vin Diesel
856	0	1704503	1704527	report,ranked,companies employment marketing procurement community reinvestment donations	Dillard,responded ranked,survey companies employment marketing procurement community reinvestment donations
857	1	1363174	1362840	findings,published are,today Journal American Medical Association news therapy	findings,published were,Tuesday Journal American Medical Association news therapy
858	0	1741477	1742080	view devastation,left drove,man car farmers market Santa Monica Wednesday	body victim,lies plowed,tarp front car farmers market Santa Monica
859	1	2635090	2635234	Experts,said marks was charged contributing,case times parent child suicide	experts,say mark has been convicted contributing,case time parent child suicide
860	1	885963	886113	amendment,remove failed,exemption state sites vote	amendment,remove failed,protections vote
861	1	1367262	1366598	AP,quotes saying were targeted,policeman troops townspeople deaths demonstration yesterday town Majar Al Kabir	Associated Press,quotes saying were targeted,policeman troops townspeople deaths demonstration town Majar al Kabir
862	1	144649	144855	Baer,said had concluded have shown provided,lawyers victims Iraq material support bin Laden al Qaeda	Judge Harold Baer,concluded have shown provided,Wednesday lawyers victims Iraq material support bin Laden al Qaida
863	1	1311944	1312142	Mayor Michael R. Bloomberg,said was,yesterday men's behavior city employees disgrace	Mayor Bloomberg,said was,behavior people question disgrace city employees
864	1	1904549	1904949	states,do,Arkansas Michigan Minnesota New Jersey Virginia Wisconsin	Manuals,produced have,states Arkansas Michigan Minnesota New Jersey Virginia Wisconsin sections
865	0	447728	447699	army Indonesia,has been accused denied accusing committing,abuses GAM battle independence charges separatists rights violations	army Indonesia,has been accused denied,abuses battles GAM charges
866	1	816832	816868	Mr. Brendsel,is expected remain,Foundation	Freddie,expects continue serving,Brendsel chair Foundation
867	1	2480058	2479942	,are reshaping take change do,relationship companies ideas practices business firms others	,are reshaping take change do,relationship companies concepts practices business others
868	0	2594777	2594743	.IXIC,rose losing,points percent Tuesday	average,,
869	1	532804	532661	Frank Quattrone guru,pleaded,guilty Tuesday charges obstruction justice witness tampering	NEW YORK Dow Jones Frank Quattrone,pleaded,guilty Tuesday charges obstruction justice witness tampering
870	1	544327	544219	,is,election Iraq city Mosul cities south	elections,have taken,place city Mosul cities Iraq south
871	1	722149	721936	,said is expected,complaint Commission	Stewart,faces,investigation Commission
872	1	2123788	2123881	lawyers individual,are trying obtain download upload,court pass music	lawyers,are trying obtain download upload,pass music line
873	0	968474	968105	bond US30YT=RR,firmed taking hitting,yield percent low	bond US30YT=RR,firmed taking,yield percent
874	0	2968158	2968212	shooter police,ran said eluding gave,officer chase	Police,said ran chased was being sought,shooter officer Thursday night
875	1	1959733	1960031	SCO,has hit saying view distract,IBM counterclaim filing today effort attention Linux business model	statement SCO spokeman,said view distract,IBM counterclaim filing today effort attention Linux business model
876	1	994934	994692	Helicopters,hovered,al Khalidiya hours Sunday	Helicopters,hovered took,day neighborhood raid place
877	1	2500633	2500732	Walker Rork,appeals stop take said,Parrish ruling extradition process months	appeal Rork,stop take said,extradition process months
878	1	2828314	2828036	Boykin’s,referred be defeated come,Islamist fighters America enemy name Jesus	enemy Boykin,continued be defeated come,name Jesus
879	1	753887	753925	vulnerability,is results determine returned,buffer overrun IE failure object type Web server	Microsoft,said occurs does determine returned,buffer vulnerability IE object type Web server
880	1	3320834	3320891	Faletti,make avoided are co-mingling said,perception wrongdoing funds Congress	Faletti,make avoided are comingling said,perception wrongdoing funds Congress
881	1	98431	98656	Falluja Thursday grenades,were thrown wounding,soldiers Third Regiment	Al Fallujah grenades,were thrown wounding,Thursday soldiers 3rd Regiment none
882	1	1888279	1887736	Prince Saud,said has been accused,Kingdom Saudi Arabia complicity attacks September	kingdom Saudi Arabia,has been accused said,complicity attacks Sept.
883	1	3179086	3179247	reliability standards,were complied have had,problem	reliability standards Mr. Dhaliwal,had been complied have said,problem
884	0	817767	818075	China company,accounted has,percent Motorola sales year manufacturing operations	China,accounted,% Motorola sales year
885	1	1606495	1606619	Bush,hoped polish has been hailed fighting,credentials Uganda pioneer killer disease	President Bush,flies hoping polish hailed fighting,Uganda Friday AIDS credentials country pioneer epidemic
886	1	2426433	2426378	Shares MONY,were gaining,% hours trading Instinet	MONY shares,rose,per cent hours trading New York
887	0	41036	41207	LendingTree exchange,Founded consists,banks lenders brokers	LendingTree,matches,borrowers Internet
888	0	1802451	1802621	Houston graders,performed,peers writing	Houston graders,were,average writing
889	1	3049097	3049174	,achieved represent,increase per cent quarter year	,represent added,increase per cent year
890	0	352111	352127	,cut balancing reduced,taxes budget years Europe capita debt	,cut balancing bringing,taxes budget years Europe debt proportion product Italy
891	0	316781	316726	,continue work did provide requested,Saudis time event security	Mr Jordan,did provide had requested said,time event security
892	1	1729777	1729703	quarter year company,experienced,net loss cents share sales	company,posted said,loss cents share year period statement Wednesday
893	0	659434	659543	Dr. James Young commissioner Ontario safety,do know be said,SARS	Dr. James Young commissioner Ontario safety,'re being said,
894	1	1144181	1144125	Strayhorn,need go open said,pay schools budget mid-July September	Texas lawmakers schools Comptroller Carole Keeton Strayhorn,close open said,budget gap middle July September Thursday
895	1	2009781	2009643	Schwarzenegger,expanded serve come,program children cities housing projects shelters	Schwarzenegger,expanded serving come,program cities children housing projects shelters
896	1	1657933	1657875	spokesman,said is,testing stage detection outlook way	testing stage detection outlook instances specialist,is be said,way yesterday
897	1	1550897	1550977	year command,send,trainers soldiers North nations missions	fall command,send work patrolling gathering,trainers soldiers North nations intelligence
898	1	908371	908485	characteristics,are,Hamlet Yorick	characteristics skulls,are,
899	0	3391807	3391585	,is,brother year Mia Kate marriage Jim Threapleton	Winslet,has,year daughter Mia husband Jim Threapleton
900	1	390669	390518	countries Germany Dominican Republic,have expressed has said sign,reservations	countries Dominican Republic Germany,expressed has said support,reservations treaty pact
901	1	1786751	1786721	settlement,includes,attorneys fees expenses	attorneys Plaintiffs,get,settlement
902	0	2634670	2634777	,reports,mailing list support congregations bishops	group,has,support churches bishops
903	1	2396402	2396167	Dick Reuters,is going be wants reports saying,Dick Langone	Dick,is going be wants,Dick
904	1	2224083	2223824	state,has received is working select,entries competition Memorial families victims winner	state,has received is working select,entries competition families victims winner
905	1	3331063	3330996	John Clare executive Dixons Group,expressed,disappointment	John Clare Dixons executive,objected,Commission findings
906	0	3356730	3356964	members,met admitted were,Monsignor Grass allegations	Monsignor Grass statement,admitted were said,allegations
907	1	2594785	2594802	U.S. manufacturing growth,expanded released,month September pace report opening bell	US manufacturing,grew released,month September rate months survey Wednesday
908	1	2560775	2560832	Microsoft,has described building,technology brand client platform media applications Longhorn	Microsoft,calls building,brand client platform media applications Longhorn
909	0	1738026	1737931	century amount money,intended was lost stolen collected,nation residents	century amount money,was lost stolen collected,
910	1	2983733	2983954	,is occur becomes,challenge bill law	Experts,say are becomes,challenges bill law
911	1	3150046	3150090	Jay S. Fishman,be,CEO company	Jay Fishman chairman executive St Paul,be,executive company
912	0	1166934	1166943	,are,cases GTA June	number cases,has declined,
913	0	2983756	2983898	constitutionality,outlawing is,birth abortion question	Defenders birth abortion ban,downplayed,challenges
914	1	1330508	1330636	Anomeritis,have reported was sailing said referring,bomb cargo quantity explosives board	Anomeritis,have declared was sailing said,cargo bomb
915	1	799342	799270	Mr. Bergonzi,was pump,finance chief departure scheme Rite Aid earnings	Mr. Bergonzi,was pump,officer departure schemes Rite Aid earnings
916	1	1257219	1257412	Aspen Fire homes,had charred been destroyed,acres today Mount Lemmon Tucson	fire homes,has charred have been destroyed,acres Mount Lemmon Tucson
917	1	430306	430336	,said be letting go,license city Chicago	Schafer,said be offering,governor license riverboat Chicago
918	1	3256259	3256410	,argued is required be treated,access law precedent	Pentagon statement,said allowing is required be treated,Hamdi access lawyer law precedent
919	1	1549140	1549120	eagle,was found suffering,zookeeper Thursday puncture wounds abdomen	eagle year spokeswoman Julie Mason,found had said,zookeeper Thursday puncture wounds abdomen
920	1	1267764	1267499	,served began submitting,marine Second World War articles magazines	,serving began submitting,marine World War articles magazines
921	0	2054395	2054436	Legislature Wednesday,sent hopes lower keep limiting moving,Gov. Jeb Bush bill rates doctors practices state	Legislature Wednesday,approved caps received lower help retain,bill damages hopes malpractice plaintiffs insurance rates state doctors
922	1	622377	622296	Taiwan mayor capital officials,handed were paying,thermometers temperature Sunday evidence containment efforts	Taiwan officials,handed were paying,thermometers island temperature signs containment efforts
923	0	3374201	3374248	Lawtey,is,faith program Florida prison system	Lawtey,is take,prison path
924	0	490376	490490	reports,helped overcome hit,investor jitters euro high dollar Tuesday	Stocks,slipped hit,open euro highs dollar
925	1	544218	544326	forces,organized say are establishing,elections officials steps democracy Iraq	U.S. forces,organized said were establishing,elections officials step democracy nation
926	0	2464939	2464878	Negotiators Bragdon,talked said,boy	Negotiators SWAT officers Bragdon,talked surrounded said,boy hour classroom
927	1	851920	851911	,draining help establish welcome,ponds Maryland innocence	,draining help establish welcome,ponds Maryland Steve innocence
928	1	862717	862805	Cruz Lansdowne,resembled had expected said,police sketch suspect injuries struggle girl mother	Cruz Chief William Lansdowne,looked had expected said,police sketch suspect injuries struggle Jennette mother
929	0	31854	31913	law,Passed put have made light,effect patrons	smoking law,Passed put have prevented lighting exempted,effect patrons clubs regulation
930	1	14644	14613	number,suggests indicates,contraction manufacturing sector number expansion	reading,suggests indicates,growth sector number level contraction
931	1	578442	577829	Half women half,were given took,dose drug placebo	women,received were given,tablet combination oestrogen progestin rest placebo
932	0	1708654	1708435	,be overestimate,dangers vulnerability	flaw,involves deals,protocol communications
933	1	1352610	1352741	Mr. Bloomberg,told be requires,reporters agreement compromise world	,be requires said,compromise world
934	0	556727	556769	man,entered gave,office Lakeside p.m. deputies p.m	man,had entered,office Woodside Avenue Maine p.m
935	0	3301397	3301422	Ozzy Osbourne daughter Kelly,recovering is joking said,crash hospital bed tonight	Doctors,hope is recovering begin breathing said,Ozzy Osbourne crash today
936	0	811407	811378	book senator Living History,appears,bestseller	Hillary Clinton senator lady,has titled,book Monday Living History
937	1	1467373	1467347	IBM,is pursuing plans be,CELF statement membership group participant	CELF,said is pursuing be,IBM membership plans participant forum
938	1	1518091	1518014	Thursday Oracle,said had been tendered,PeopleSoft shares	shares Oracle,have been tendered said,statement
939	0	1151081	1151065	executive company officer,retired resigned,	executive David Glenn,was fired,
940	1	2704026	2704076	FBI,is trying determine focused learned,officials members vice president staff Wilson wife employment agency	FBI,is trying determine focused learned,officials members vice president staff Wilson wife employment
941	0	58353	58516	composite index,added,points	Nasdaq Composite index technology stocks,was,points
942	0	219039	218851	,replace announced,Ron Dittemore resignation April	Dittemore,announced resign,plans April
943	0	503438	503272	Pen Hadow,became reach unsupported has left,person North Pole Canada days rations	Pen Hadow,became reach,man week North Pole trek Canada journey km
944	0	3020743	3020794	victims,had been headed were killed,R&R	victims attack Sunday,were headed,Iraq R&R emergency leave
945	1	2769016	2768961	face President Saddam Hussein,was added,currency Gulf War	portrait Saddam,was added,Iraq currency Gulf War
946	0	1047814	1048483	King,'s assume is pass said,Senate form cap	level,assume is pass be debated,Senate form cap
947	0	2721001	2720703	,was accused masterminding killed,bombings people Manila December	interrogation,admitted helped organise carry killed,bombings people Manila December
948	1	2496469	2496417	Nikkei average,ended trading,low percent	Nikkei average,was,percent points close August
949	1	2423623	2423339	exploit,works,Windows machines Service Pack	Counterpane iDefense,contend works running,exploit systems Service Pack
950	1	3128487	3128434	center Bridges,has be spent said,budget research testing	safety center,has be spent,budget year tests analyses
951	0	2748554	2748360	,is earmarked,reconstruction Iraq Afghanistan	budget,includes,operations Iraq reconstruction Afghanistan
952	1	707975	708028	Lewinsky imbroglio,seemed manufactured released,scandal extracts opponents yesterday	Lewinsky imbroglio Mrs Clinton,seemed manufactured writes,scandal opponents
953	0	339489	339175	Sara Kugler,contributed,report City	Michael Gormley,contributed,report Albany
954	0	1690902	1690918	,compares,profit breakeven revenue period year	revenue quarter,was,% period year
955	0	1892114	1892189	company,reported,revenue period year	,compared,loss share period year
956	1	3249070	3249202	study,was presented,yesterday Chicago meeting Radiological Society North America	sets findings,were presented,Monday meeting Radiological Society North America Chicago
957	0	374262	374622	plan Maine,act lower,manager cost prescription drugs	Maine Rx state lawmakers,approved act lower,manager cost prescription drugs
958	1	2857105	2857138	impact prices Derek Pannell,has begun be seen said,numbers company	impact prices Derek Pannell,has begun be seen said,numbers company statement
959	1	2820573	2820684	exchange North Korea,be required end,program	return,expect give,North Korea weapons
960	0	2608088	2608211	years,were married,justice peace	wife,married started planning,Moore justice peace dream wedding
961	1	3070940	3070964	Thousands people South England,caught gazed,glimpse eclipse sky Saturday night	Thousands people South England,caught gazed,glimpse eclipse night sky today
